id	modo	comando	sha_target	estado	stdout_bytes	stderr_bytes	duracion_ms	fd_inicio	fd_fin	hijos_inicio	hijos_fin	zombis_inicio	zombis_fin	grupos_inicio	grupos_fin	temporales_inicio	temporales_fin	grupo_ejecucion_esrch	oraculo	resultado
CAP_NORMAL_065	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	917	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_066	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1032	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_067	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1032	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_068	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1060	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_069	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	917	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_070	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1029	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_071	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1015	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_072	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1026	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_073	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1121	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_074	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1040	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_075	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	915	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_076	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_077	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	913	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_078	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_079	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	917	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_080	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1025	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_081	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1016	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_082	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_083	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_084	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_085	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_086	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_087	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_088	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_089	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_090	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_091	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_092	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_093	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	913	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_094	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	913	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_095	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_096	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_097	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_098	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_099	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_100	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	915	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
C01_ENTRADA	race	testbin -test.run=^(TestAutoridadO3cConsumoNominalAliasClonYReuso|TestAutoridadO3cNulosYB5ReadOnly|TestAutoridadO3cConsumeHandoffO3bReal)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	2230	6	6	0	0	0	0	0	0	0	0	si	B5 se consume una vez; alias clon reuso y nulos quedan cerrados	GO
C02_AGREGADO	race	testbin -test.run=^(TestAutoridadO3cNulosYB5ReadOnly|TestAutoridadO3cRechazosFatales)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1212	6	6	0	0	0	0	0	0	0	0	si	agregado incompleto y estados distintos fallan cerrados	GO
C03_SELLOS	race	testbin -test.run=^(TestRevalidacionO3cCasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	9926	6	6	0	0	0	0	0	0	0	0	si	registro generacion TID PPID PDEATHSIG lease y observador exactos	GO
C04_CONTROL	race	testbin -test.run=^(TestRevalidacionO3cCasosAislados|TestRevalidacionO3cPrecedenciaYAusenciaP3)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	10035	6	6	0	0	0	0	0	0	0	0	si	CONTROL nominal y negativos dominan sin CONT	GO
C05_BOOTSTRAP	race	testbin -test.run=^(TestRevalidacionO3cCasosAislados|TestRevalidacionO3cPrecedenciaYAusenciaP3)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	10455	6	6	0	0	0	0	0	0	0	0	si	bootstrap monotono no se reinicia y vencido produce cero CONT	GO
C06_PIDFD	race	testbin -test.run=^(TestRevalidacionO3cCasosAislados|TestRevalidacionO3cPrecedenciaYAusenciaP3)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	11065	6	6	0	0	0	0	0	0	0	0	si	dos pidfd y handle opaco sin cuarta referencia	GO
C07_IDENTIDAD	race	testbin -test.run=^(TestRevalidacionO3cCasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	10251	6	6	0	0	0	0	0	0	0	0	si	terminalidad e identidad proc adversa retiran sin CONT	GO
C08_LEASE	race	testbin -test.run=^(TestRevalidacionO3cLeaseInacreditableEsFatal|TestRevalidacionO3cPrecedenciaYAusenciaP3)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1212	6	6	0	0	0	0	0	0	0	0	si	cada syscall usa permiso separado y consolidacion inmediata	GO
C09_MARCA	race	testbin -test.run=^(TestContO3cMarcaRechazaNoMonotonoYOverflow)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1110	6	6	0	0	0	0	0	0	0	0	si	marca monotona unica exacta 180 segundos y overflow cerrado	GO
C10_ORDEN_CONT	race	testbin -test.run=^(TestContO3cOrdenLiteralYAusenciaP4)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1107	6	6	0	0	0	0	0	0	0	0	si	primer syscall tras marca es CONT sin intermedio	GO
C11_CONT_PIDFD	race	testbin -test.run=^(TestContO3cCasosAislados|TestContO3cOrdenLiteralYAusenciaP4)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	2612	6	6	0	0	0	0	0	0	0	0	si	SIGCONT de grupo por pidfd primario unico	GO
C12_CONT_RAW	race	testbin -test.run=^(TestContO3cCasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	2612	6	6	0	0	0	0	0	0	0	0	si	error y EINTR no reintentan y conservan retorno raw	GO
C13_BORDE_BOOTSTRAP	race	testbin -test.run=^(TestContO3cCasosAislados|TestContO3cOrdenLiteralYAusenciaP4)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	2611	6	6	0	0	0	0	0	0	0	0	si	CONT comienza antes de bootstrap sin reloj intercalado	GO
C14_POLL	race	testbin -test.run=^(TestObservacionO3cCasosAislados|TestObservacionO3cClasificacionCerrada)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	3314	6	6	0	0	0	0	0	0	0	0	si	poll cero clasifica vacio POLLIN exacto o infraestructura	GO
C15_PRECEDENCIA_RAW	race	testbin -test.run=^(TestObservacionO3cCasosAislados|TestObservacionO3cPrecedenciaCASYAusenciaP5)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	3313	6	6	0	0	0	0	0	0	0	0	si	CONTROL precede observador y este precede pidfd	GO
C16_UNION	race	testbin -test.run=^(TestObservacionO3cClasificacionCerrada|TestObservacionO3cPrecedenciaCASYAusenciaP5)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1110	6	6	0	0	0	0	0	0	0	0	si	discriminante cerrado unico e inmutable sin causa	GO
C17_OWNERS	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4016	6	6	0	0	0	0	0	0	0	0	si	owner observador antes que lease; parcial CF sin rollback	GO
C18_O4A_OPACO	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4013	6	6	0	0	0	0	0	0	0	0	si	agregado O4a opaco conserva custodia plazo raw y observacion	GO
C19_RETIRADA	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5SeleccionReserva|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4126	6	6	0	0	0	0	0	0	0	0	si	retirada pre CONT ordena terminalidad Wait ECHILD ESRCH cierres y liberacion	GO
C20_POST_CONT	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4441	6	6	0	0	0	0	0	0	0	0	si	post CONT entrega o CF sin retirada cierre log ni retorno	GO
C21_FRONTERA	race	testbin -test.run=^(TestAutoridadO3cSinEfectosPosteriores|TestContO3cOrdenLiteralYAusenciaP4|TestObservacionO3cPrecedenciaCASYAusenciaP5|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1206	6	6	0	0	0	0	0	0	0	0	si	sin espera causa TERMINAL ni APIs O4	GO
C22_RESIDUOS	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4229	6	6	0	0	0	0	0	0	0	0	si	cien capturas por modo con FD hijos zombis grupos y temporales delta cero	GO
CAP_RACE_001	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4123	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_002	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4014	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_003	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4017	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_004	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4119	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_005	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4120	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_006	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4334	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_007	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4355	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_008	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4014	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_009	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4231	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_010	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4016	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_011	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4116	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_012	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4016	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_013	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4013	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_014	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4132	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_015	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4129	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_016	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4227	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_017	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4320	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_018	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4343	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_019	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4015	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_020	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4134	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_021	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4016	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_022	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4015	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_023	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4017	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_024	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4019	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_025	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4145	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_026	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4314	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_027	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4135	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_028	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4129	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_RACE_029	race	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	4473	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
