id	modo	comando	sha_target	estado	stdout_bytes	stderr_bytes	duracion_ms	fd_inicio	fd_fin	hijos_inicio	hijos_fin	zombis_inicio	zombis_fin	grupos_inicio	grupos_fin	temporales_inicio	temporales_fin	oraculo	resultado
CAP_NORMAL_069	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_070	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	204	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_071	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_072	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_073	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_074	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_075	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_076	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_077	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_078	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_079	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_080	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_081	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_082	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_083	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_084	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_085	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_086	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_087	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_088	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_089	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_090	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_091	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_092	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_093	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_094	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_095	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_096	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_097	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_098	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_099	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_100	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
O01_ENTRADA_LINEAL	race	testbin -test.run=^(TestConsumirAutoridadO3bNominalYAlias|TestConsumirAutoridadO3bRechazaEntradaYAutoridad)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1109	5	5	0	0	0	0	0	0	0	0	entrada A6 consumida una vez; nulo alias clon reuso cerrados	GO
O02_CONTADOR	race	testbin -test.run=^(TestBarreraO3bRelecturaFinalDetectaSenal|TestHandoffO3bNegativosNoTransfieren)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	4514	5	5	0	0	0	0	0	0	0	0	baseline signo registro TID y cambio final retiran	GO
O03_CONTROL	race	testbin -test.run=^(TestBarreraO3bLimitesControl|TestBarreraO3bControlCerrado|TestBarreraO3bErrorLecturaRetira)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1108	5	5	0	0	0	0	0	0	0	0	CANCELAR EOF parcial framing presupuesto EINTR y error antes de ticket	GO
O04_BOOTSTRAP	race	testbin -test.run=^(TestBarreraO3bBordeBootstrap|TestHandoffO3bNegativosNoTransfieren)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	4412	5	5	0	0	0	0	0	0	0	0	borde un segundo y entrega con tiempo positivo sin reinicio	GO
O05_PIDFD	race	testbin -test.run=^(TestBarreraO3bSinReferenciaFiableEsFatal|TestBarreraO3bRechazaCuartaReferenciaYRecursosCorruptos)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1106	5	5	0	0	0	0	0	0	0	0	res referencias exactas; una perdida retira y ambas fatalizan	GO
O06_SIN_DUP	race	testbin -test.run=^(TestBarreraO3bNoDuplicaPidfd)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1106	5	5	0	0	0	0	0	0	0	0	cero F_DUPFD pidfd_open u os.NewFile pidfd	GO
O07_TRAMA	race	testbin -test.run=^(TestTicketO3bByteExactoYUsoUnico|TestTicketO3bPreparacionCerrada)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2008	5	5	0	0	0	0	0	0	0	0	PID_SUPERVISOR ticket LF byte exacto y escritor unico	GO
O08_PARCIALES	race	testbin -test.run=^(TestTicketO3bEscrituraParcialYEINTRAcotado|TestTicketO3bFalloCierraUnaVezSinSegundaEmision|TestTicketO3bCierreFallidoNoSeReintenta)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1407	5	5	0	0	0	0	0	0	0	0	parciales EINTR cero EPIPE y cierre convergen sin segunda emision	GO
O09_AUTO_STOP	race	testbin -test.run=^(TestStopO3bAutoStopRealSinSenalGo|TestStopO3bMuestrasYPlazo)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	5	5	0	0	0	0	0	0	0	0	T estable posterior al cierre sin STOP emitido por Go	GO
O10_PROC_STAT	race	testbin -test.run=^(TestParsearStatO3bAcotadoYAdversarial|TestIdentidadO3bRechazaCampos)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1108	5	5	0	0	0	0	0	0	0	0	comm adversarial limite 4096 cardinalidad signo cero overflow y campos exactos	GO
O11_SONDA_GRUPO	race	testbin -test.run=^(TestStopO3bNegativosCeroTicket)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	5	5	0	0	0	0	0	0	0	0	pidfd señal cero con flag de grupo y errores cerrados	GO
O12_PRECEDENCIAS	race	testbin -test.run=^(TestBarreraO3bPrecedenciasYNegativos|TestBarreraO3bRelecturaFinalDetectaControl)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1109	5	5	0	0	0	0	0	0	0	0	CONTROL señal bootstrap pidfd STOP identidad inventario en orden total	GO
O13_TERMINALIDAD	race	testbin -test.run=^(TestIdentidadO3bExactaReal|TestIdentidadO3bRechazaCampos)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	5	5	0	0	0	0	0	0	0	0	terminalidad o cambio durante dos T nunca entrega	GO
O14_RETIRADA	race	testbin -test.run=^(TestTicketO3bFalloCierraUnaVezSinSegundaEmision|TestTicketO3bCierreFallidoNoSeReintenta)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1408	5	5	0	0	0	0	0	0	0	0	fallo post ticket no reemite y cierre no se reintenta	GO
O15_HANDOFF	race	testbin -test.run=^(TestHandoffO3bNegativosNoTransfieren)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	4412	5	5	0	0	0	0	0	0	0	0	agregado conjunto sin writer; negativos no transfieren y origen queda cerrado	GO
O16_O3C_CERRADO	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	5	5	0	0	0	0	0	0	0	0	cero CONT finCaso180 y TERMINAL; O3c sin efectos	GO
O17_BF	race	testbin -test.run=^(TestBarreraO3bSinReferenciaFiableEsFatal|TestHandoffO3bParticionIrreversibleEsFatal|TestHandoffO3bLeasePerdidaEsFatalPorAPI)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	1306	5	5	0	0	0	0	0	0	0	0	BF 65 sin retorno rollback cierre log ni E/S	GO
CAP_RACE_001	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_002	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_003	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_004	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_005	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_006	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_007	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_008	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_009	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_010	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_011	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2218	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_012	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2251	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_013	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2216	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_014	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_015	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_016	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_017	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_018	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_019	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_020	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_021	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_022	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2211	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_023	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_024	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_025	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_026	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_027	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_028	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_029	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_030	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_031	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_032	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_033	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_034	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_035	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_036	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2209	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_RACE_037	race	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	2208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
